person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_bracket,loan_to_income_pct,dti_risk_band,loan_status_label,has_prior_default,credit_hist_ratio,predicted_default_probability,predicted_risk_tier
28,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6500,5.79,1,0.11,N,6,26-35,50-75K,10.83,Low,Default,0,0.55,0.0759,Very Low
29,60000,MORTGAGE,13.0,MEDICAL,G,25000,20.16,1,0.42,N,10,26-35,50-75K,41.67,Very High,Default,0,0.83,0.9345,Very High
35,70000,RENT,5.0,HOMEIMPROVEMENT,A,9600,5.42,0,0.14,N,9,26-35,50-75K,13.71,Low,Non-Default,0,0.5,0.0591,Very Low
30,71400,RENT,0.0,HOMEIMPROVEMENT,C,9600,12.61,0,0.13,N,6,26-35,50-75K,13.45,Low,Non-Default,0,0.46,0.216,Low
27,60000,MORTGAGE,12.0,MEDICAL,D,2000,15.7,1,0.03,Y,6,26-35,50-75K,3.33,Very Low,Default,1,0.6,0.8137,Very High
27,78000,RENT,5.0,EDUCATION,E,9600,17.14,0,0.12,Y,7,26-35,75-100K,12.31,Low,Non-Default,1,0.7,0.548,Moderate
27,78000,RENT,4.0,HOMEIMPROVEMENT,C,9600,12.29,0,0.12,Y,9,26-35,75-100K,12.31,Low,Non-Default,1,0.9,0.2334,Low
27,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400,12.73,1,0.14,N,9,26-35,50-75K,14.0,Low,Default,0,0.9,0.2945,Low
30,66000,MORTGAGE,4.0,VENTURE,A,12000,7.51,0,0.18,N,10,26-35,50-75K,18.18,Low,Non-Default,0,0.77,0.0188,Very Low
31,80000,RENT,1.0,MEDICAL,B,9600,9.91,0,0.12,N,7,26-35,75-100K,12.0,Low,Non-Default,0,0.5,0.1084,Very Low
27,66000,MORTGAGE,0.0,EDUCATION,A,9250,8.59,0,0.14,N,9,26-35,50-75K,14.02,Low,Non-Default,0,0.9,0.1274,Very Low
32,80000,RENT,6.0,DEBTCONSOLIDATION,B,9600,11.14,0,0.12,N,5,26-35,75-100K,12.0,Low,Non-Default,0,0.33,0.148,Very Low
30,66000,MORTGAGE,15.0,VENTURE,B,15000,11.14,0,0.23,N,8,26-35,50-75K,22.73,Moderate,Non-Default,0,0.62,0.0664,Very Low
30,66000,MORTGAGE,8.0,EDUCATION,A,6000,7.68,0,0.09,N,8,26-35,50-75K,9.09,Very Low,Non-Default,0,0.62,0.0866,Very Low
30,66000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,11200,9.32,0,0.17,N,9,26-35,50-75K,16.97,Low,Non-Default,0,0.69,0.1547,Very Low
31,66000,MORTGAGE,9.0,VENTURE,E,22000,16.63,0,0.33,Y,5,26-35,50-75K,33.33,High,Non-Default,1,0.36,0.5034,Moderate
31,66000,MORTGAGE,15.0,PERSONAL,A,10000,7.49,0,0.15,N,5,26-35,50-75K,15.15,Low,Non-Default,0,0.36,0.0877,Very Low
33,66000,MORTGAGE,2.0,PERSONAL,D,20000,12.61,0,0.3,Y,5,26-35,50-75K,30.3,Moderate,Non-Default,1,0.31,0.5143,Moderate
27,66300,RENT,1.0,MEDICAL,D,9600,15.31,1,0.12,N,7,26-35,50-75K,14.48,Low,Default,0,0.7,0.9722,Very High
32,66100,MORTGAGE,5.0,MEDICAL,A,5000,6.03,0,0.08,N,8,26-35,50-75K,7.56,Very Low,Non-Default,0,0.53,0.0652,Very Low
30,66120,MORTGAGE,10.0,PERSONAL,C,2800,13.57,0,0.04,N,6,26-35,50-75K,4.23,Very Low,Non-Default,0,0.46,0.2523,Low
32,66300,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6075,6.03,0,0.09,N,10,26-35,50-75K,9.16,Very Low,Non-Default,0,0.67,0.0589,Very Low
29,66352,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,7.88,0,0.11,N,5,26-35,50-75K,10.55,Low,Non-Default,0,0.42,0.0838,Very Low
31,66360,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,11.86,0,0.11,N,6,26-35,50-75K,10.55,Low,Non-Default,0,0.43,0.2136,Low
34,113000,RENT,6.0,EDUCATION,C,9600,13.48,0,0.08,Y,9,26-35,100-150K,8.5,Very Low,Non-Default,1,0.53,0.1931,Very Low
29,66500,OWN,4.0,VENTURE,A,12000,6.99,0,0.18,N,8,26-35,50-75K,18.05,Low,Non-Default,0,0.67,0.0134,Very Low
28,120000,RENT,12.0,MEDICAL,A,9600,8.0,0,0.08,N,7,26-35,100-150K,8.0,Very Low,Non-Default,0,0.64,0.1032,Very Low
31,66500,MORTGAGE,0.0,VENTURE,A,4200,7.66,0,0.06,N,8,26-35,50-75K,6.32,Very Low,Non-Default,0,0.57,0.0272,Very Low
31,113000,RENT,1.0,HOMEIMPROVEMENT,D,9600,14.91,1,0.08,Y,7,26-35,100-150K,8.5,Very Low,Default,1,0.5,0.96,Very High
31,128000,RENT,1.0,PERSONAL,E,9600,16.82,1,0.07,Y,8,26-35,100-150K,7.5,Very Low,Default,1,0.57,0.9413,Very High
30,66500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.12,N,9,26-35,50-75K,12.03,Low,Non-Default,0,0.69,0.0754,Very Low
27,66500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.24,N,5,26-35,50-75K,24.06,Moderate,Non-Default,0,0.5,0.2385,Low
27,56400,RENT,1.0,VENTURE,B,9700,8.88,0,0.17,N,10,26-35,50-75K,17.2,Low,Non-Default,0,1.0,0.0464,Very Low
33,66500,MORTGAGE,1.0,PERSONAL,A,9200,7.49,0,0.14,N,7,26-35,50-75K,13.83,Low,Non-Default,0,0.44,0.0633,Very Low
29,71000,RENT,4.0,DEBTCONSOLIDATION,A,9700,8.94,0,0.14,N,5,26-35,50-75K,13.66,Low,Non-Default,0,0.42,0.1144,Very Low
30,88000,RENT,3.0,HOMEIMPROVEMENT,D,9700,15.31,0,0.11,N,5,26-35,75-100K,11.02,Low,Non-Default,0,0.38,0.4788,Moderate
35,66560,MORTGAGE,11.0,VENTURE,A,4200,5.79,0,0.06,N,10,26-35,50-75K,6.31,Very Low,Non-Default,0,0.56,0.0137,Very Low
30,66560,MORTGAGE,10.0,DEBTCONSOLIDATION,A,2500,6.39,0,0.04,N,7,26-35,50-75K,3.76,Very Low,Non-Default,0,0.54,0.0834,Very Low
28,25000,RENT,4.0,MEDICAL,D,9750,18.25,1,0.39,Y,6,26-35,<25K,39.0,High,Default,1,0.55,0.9906,Very High
28,60675,MORTGAGE,6.0,DEBTCONSOLIDATION,D,14000,15.62,1,0.23,Y,10,26-35,50-75K,23.07,Moderate,Default,1,0.91,0.9195,Very High
27,27000,RENT,2.0,MEDICAL,B,9750,9.63,1,0.36,N,6,26-35,25-50K,36.11,High,Default,0,0.6,0.9841,Very High
27,29000,RENT,4.0,PERSONAL,A,9750,7.51,1,0.34,N,6,26-35,25-50K,33.62,High,Default,0,0.6,0.9902,Very High
27,66800,MORTGAGE,11.0,MEDICAL,A,9600,7.51,0,0.14,N,7,26-35,50-75K,14.37,Low,Non-Default,0,0.7,0.1035,Very Low
31,33000,RENT,1.0,MEDICAL,D,9750,14.54,1,0.3,Y,9,26-35,25-50K,29.55,Moderate,Default,1,0.64,0.9806,Very High
28,66887,MORTGAGE,2.0,VENTURE,B,25000,10.36,0,0.37,N,8,26-35,50-75K,37.38,High,Non-Default,0,0.73,0.1578,Very Low
30,66888,MORTGAGE,6.0,PERSONAL,C,15000,12.23,0,0.22,N,8,26-35,50-75K,22.43,Moderate,Non-Default,0,0.62,0.2577,Low
29,66901,MORTGAGE,13.0,MEDICAL,C,9475,13.48,0,0.14,N,10,26-35,50-75K,14.16,Low,Non-Default,0,0.83,0.2642,Low
33,30784,RENT,7.0,DEBTCONSOLIDATION,C,9950,12.99,1,0.32,N,8,26-35,25-50K,32.32,High,Default,0,0.5,0.9908,Very High
34,86000,RENT,4.0,VENTURE,A,9950,7.88,0,0.12,N,7,26-35,75-100K,11.57,Low,Non-Default,0,0.41,0.0197,Very Low
32,66996,MORTGAGE,6.0,MEDICAL,A,8000,7.49,0,0.12,N,9,26-35,50-75K,11.94,Low,Non-Default,0,0.6,0.0641,Very Low
29,66996,MORTGAGE,1.0,PERSONAL,A,9000,8.94,0,0.13,N,7,26-35,50-75K,13.43,Low,Non-Default,0,0.58,0.1346,Very Low
34,67000,MORTGAGE,4.0,EDUCATION,A,7000,7.51,0,0.1,N,9,26-35,50-75K,10.45,Very Low,Non-Default,0,0.53,0.0684,Very Low
31,67000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,3000,10.65,0,0.04,N,9,26-35,50-75K,4.48,Very Low,Non-Default,0,0.64,0.2179,Low
32,21120,RENT,0.0,MEDICAL,A,10000,7.49,1,0.47,N,6,26-35,<25K,47.35,Very High,Default,0,0.4,0.9919,Very High
33,21600,RENT,3.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.46,N,8,26-35,<25K,46.3,Very High,Default,0,0.5,0.9931,Very High
27,61000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,6800,15.99,1,0.11,N,7,26-35,50-75K,11.15,Low,Default,0,0.7,0.913,Very High
27,67000,MORTGAGE,1.0,PERSONAL,A,4200,7.49,0,0.06,N,5,26-35,50-75K,6.27,Very Low,Non-Default,0,0.5,0.0955,Very Low
32,22000,RENT,9.0,MEDICAL,E,10000,18.39,1,0.45,Y,6,26-35,<25K,45.45,Very High,Default,1,0.4,0.9812,Very High
30,67000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,6.99,0,0.15,N,6,26-35,50-75K,14.93,Low,Non-Default,0,0.46,0.0676,Very Low
32,67000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.06,N,9,26-35,50-75K,5.97,Very Low,Non-Default,0,0.6,0.078,Very Low
33,24000,RENT,6.0,DEBTCONSOLIDATION,A,10000,8.9,1,0.42,N,5,26-35,<25K,41.67,Very High,Default,0,0.31,0.986,Very High
27,24000,RENT,4.0,MEDICAL,C,10000,13.23,1,0.42,N,8,26-35,<25K,41.67,Very High,Default,0,0.8,0.9951,Very High
34,67000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6400,13.23,0,0.1,N,7,26-35,50-75K,9.55,Very Low,Non-Default,0,0.41,0.2483,Low
35,67000,MORTGAGE,8.0,EDUCATION,A,7000,7.14,0,0.1,N,8,26-35,50-75K,10.45,Very Low,Non-Default,0,0.44,0.0599,Very Low
35,67000,MORTGAGE,10.0,PERSONAL,A,3300,7.88,0,0.05,N,6,26-35,50-75K,4.93,Very Low,Non-Default,0,0.33,0.0879,Very Low
28,67000,MORTGAGE,3.0,VENTURE,B,14400,9.88,0,0.21,N,10,26-35,50-75K,21.49,Moderate,Non-Default,0,0.91,0.0609,Very Low
29,61000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,9.88,1,0.25,N,9,26-35,50-75K,24.59,Moderate,Default,0,0.75,0.2667,Low
28,24000,RENT,0.0,PERSONAL,C,10000,12.87,1,0.42,Y,10,26-35,<25K,41.67,Very High,Default,1,0.91,0.9866,Very High
29,67000,OWN,14.0,MEDICAL,A,3600,7.51,0,0.05,N,10,26-35,50-75K,5.37,Very Low,Non-Default,0,0.83,0.0796,Very Low
27,24000,RENT,0.0,MEDICAL,A,10000,7.68,1,0.42,N,9,26-35,<25K,41.67,Very High,Default,0,0.9,0.9904,Very High
29,67000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,10000,7.14,0,0.15,N,6,26-35,50-75K,14.93,Low,Non-Default,0,0.5,0.0816,Very Low
32,67000,MORTGAGE,12.0,MEDICAL,B,10000,10.25,0,0.15,N,9,26-35,50-75K,14.93,Low,Non-Default,0,0.6,0.1964,Very Low
33,67000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.37,N,6,26-35,50-75K,37.31,High,Non-Default,0,0.38,0.2905,Low
27,67000,MORTGAGE,11.0,EDUCATION,D,24250,14.96,0,0.36,N,8,26-35,50-75K,36.19,High,Non-Default,0,0.8,0.4795,Moderate
27,24500,RENT,3.0,MEDICAL,B,10000,10.25,1,0.41,N,7,26-35,<25K,40.82,Very High,Default,0,0.7,0.9922,Very High
27,24600,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.49,1,0.41,N,8,26-35,<25K,40.65,Very High,Default,0,0.8,0.9906,Very High
32,67000,OWN,12.0,HOMEIMPROVEMENT,B,20000,11.83,0,0.3,N,7,26-35,50-75K,29.85,Moderate,Non-Default,0,0.47,0.2015,Low
32,25000,RENT,1.0,DEBTCONSOLIDATION,A,10000,8.49,1,0.4,N,10,26-35,<25K,40.0,High,Default,0,0.67,0.9894,Very High
34,25000,RENT,0.0,MEDICAL,A,10000,7.29,1,0.4,N,9,26-35,<25K,40.0,High,Default,0,0.53,0.9891,Very High
34,67014,MORTGAGE,18.0,VENTURE,C,16000,13.22,0,0.24,N,8,26-35,50-75K,23.88,Moderate,Non-Default,0,0.47,0.1669,Very Low
27,67068,OWN,11.0,PERSONAL,A,5000,7.49,0,0.07,N,10,26-35,50-75K,7.46,Very Low,Non-Default,0,1.0,0.088,Very Low
31,67200,MORTGAGE,2.0,PERSONAL,A,10000,6.03,0,0.15,N,7,26-35,50-75K,14.88,Low,Non-Default,0,0.5,0.0557,Very Low
29,25368,RENT,0.0,HOMEIMPROVEMENT,C,10000,11.34,1,0.39,N,5,26-35,25-50K,39.42,High,Default,0,0.42,0.9944,Very High
27,67200,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10750,6.91,0,0.16,N,6,26-35,50-75K,16.0,Low,Non-Default,0,0.6,0.0724,Very Low
34,26000,RENT,2.0,VENTURE,B,10000,12.42,1,0.38,N,7,26-35,25-50K,38.46,High,Default,0,0.41,0.9912,Very High
32,52020,MORTGAGE,5.0,MEDICAL,C,15000,11.03,1,0.25,N,6,26-35,50-75K,28.84,Moderate,Default,0,0.4,0.3232,Low
29,67222,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,11.14,0,0.15,N,9,26-35,50-75K,14.88,Low,Non-Default,0,0.75,0.2007,Low
28,67386,MORTGAGE,11.0,HOMEIMPROVEMENT,A,1500,6.91,0,0.02,N,6,26-35,50-75K,2.23,Very Low,Non-Default,0,0.55,0.1157,Very Low
29,67422,MORTGAGE,13.0,EDUCATION,B,12800,11.49,0,0.19,N,8,26-35,50-75K,18.98,Low,Non-Default,0,0.67,0.2349,Low
27,26400,RENT,9.0,EDUCATION,B,10000,10.25,1,0.38,N,9,26-35,25-50K,37.88,High,Default,0,0.9,0.9873,Very High
27,67500,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1000,7.4,0,0.01,N,7,26-35,50-75K,1.48,Very Low,Non-Default,0,0.7,0.1162,Very Low
27,27000,RENT,6.0,DEBTCONSOLIDATION,D,10000,15.62,1,0.37,N,6,26-35,25-50K,37.04,High,Default,0,0.6,0.9873,Very High
34,27600,RENT,5.0,DEBTCONSOLIDATION,B,10000,10.37,1,0.36,N,6,26-35,25-50K,36.23,High,Default,0,0.35,0.9927,Very High
35,67641,MORTGAGE,6.0,VENTURE,A,10000,8.0,0,0.15,N,5,26-35,50-75K,14.78,Low,Non-Default,0,0.28,0.0337,Very Low
30,67642,MORTGAGE,5.0,PERSONAL,B,17000,11.58,0,0.25,N,6,26-35,50-75K,25.13,Moderate,Non-Default,0,0.46,0.214,Low
34,67656,OWN,18.0,VENTURE,A,11000,7.88,0,0.16,N,8,26-35,50-75K,16.26,Low,Non-Default,0,0.47,0.0125,Very Low
29,28000,RENT,0.0,MEDICAL,C,10000,12.84,1,0.36,N,9,26-35,25-50K,35.71,High,Default,0,0.75,0.9925,Very High
30,67692,MORTGAGE,4.0,PERSONAL,C,23200,15.96,0,0.34,Y,7,26-35,50-75K,34.27,High,Non-Default,1,0.54,0.4033,Moderate
29,67992,MORTGAGE,0.0,HOMEIMPROVEMENT,A,2000,7.43,0,0.03,N,7,26-35,50-75K,2.94,Very Low,Non-Default,0,0.58,0.1139,Very Low
28,30000,RENT,12.0,MEDICAL,D,10000,17.58,1,0.33,N,5,26-35,25-50K,33.33,High,Default,0,0.45,0.9828,Very High
28,30000,RENT,3.0,PERSONAL,A,10000,8.9,1,0.33,N,5,26-35,25-50K,33.33,High,Default,0,0.45,0.9878,Very High
31,68000,OWN,1.0,VENTURE,A,8000,7.9,0,0.12,N,5,26-35,50-75K,11.76,Low,Non-Default,0,0.36,0.0215,Very Low
27,68000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,3000,14.65,0,0.04,Y,10,26-35,50-75K,4.41,Very Low,Non-Default,1,1.0,0.2653,Low
27,30000,RENT,3.0,MEDICAL,D,10000,17.58,1,0.33,N,6,26-35,25-50K,33.33,High,Default,0,0.6,0.9902,Very High
35,68000,MORTGAGE,19.0,PERSONAL,E,32000,19.03,0,0.47,Y,7,26-35,50-75K,47.06,Very High,Non-Default,1,0.39,0.5917,Moderate
27,68000,OWN,11.0,PERSONAL,A,20000,7.9,0,0.29,N,9,26-35,50-75K,29.41,Moderate,Non-Default,0,0.9,0.1115,Very Low
29,68000,MORTGAGE,14.0,EDUCATION,A,20000,8.9,0,0.29,N,5,26-35,50-75K,29.41,Moderate,Non-Default,0,0.42,0.2343,Low
33,68000,MORTGAGE,15.0,PERSONAL,A,18000,7.9,0,0.26,N,10,26-35,50-75K,26.47,Moderate,Non-Default,0,0.62,0.1288,Very Low
31,68000,MORTGAGE,2.0,PERSONAL,B,12000,12.69,0,0.18,N,9,26-35,50-75K,17.65,Low,Non-Default,0,0.64,0.202,Low
34,68000,MORTGAGE,17.0,PERSONAL,D,10000,16.29,0,0.15,N,9,26-35,50-75K,14.71,Low,Non-Default,0,0.53,0.4035,Moderate
28,68000,MORTGAGE,7.0,VENTURE,B,2500,11.71,0,0.04,N,7,26-35,50-75K,3.68,Very Low,Non-Default,0,0.64,0.0621,Very Low
28,30000,RENT,0.0,VENTURE,D,10000,14.54,1,0.33,N,7,26-35,25-50K,33.33,High,Default,0,0.64,0.9957,Very High
27,30000,RENT,0.0,PERSONAL,C,10000,12.68,1,0.33,N,9,26-35,25-50K,33.33,High,Default,0,0.9,0.9929,Very High
27,68000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,30000,15.99,0,0.44,N,7,26-35,50-75K,44.12,Very High,Non-Default,0,0.7,0.7465,High
30,68000,MORTGAGE,11.0,EDUCATION,B,6000,10.59,0,0.09,N,7,26-35,50-75K,8.82,Very Low,Non-Default,0,0.54,0.2073,Low
28,30000,RENT,7.0,VENTURE,B,10000,10.38,1,0.33,N,5,26-35,25-50K,33.33,High,Default,0,0.45,0.984,Very High
29,68000,MORTGAGE,11.0,EDUCATION,A,4000,5.99,0,0.06,N,5,26-35,50-75K,5.88,Very Low,Non-Default,0,0.42,0.0848,Very Low
29,30000,RENT,3.0,EDUCATION,E,10000,16.82,1,0.33,N,7,26-35,25-50K,33.33,High,Default,0,0.58,0.9778,Very High
30,30000,RENT,2.0,VENTURE,C,10000,13.48,1,0.33,N,7,26-35,25-50K,33.33,High,Default,0,0.54,0.9911,Very High
28,68000,MORTGAGE,7.0,EDUCATION,A,3000,5.42,0,0.04,N,10,26-35,50-75K,4.41,Very Low,Non-Default,0,0.91,0.0747,Very Low
29,68000,MORTGAGE,2.0,MEDICAL,C,5000,12.99,0,0.07,N,9,26-35,50-75K,7.35,Very Low,Non-Default,0,0.75,0.2913,Low
33,68000,MORTGAGE,8.0,PERSONAL,B,3500,11.99,0,0.05,N,10,26-35,50-75K,5.15,Very Low,Non-Default,0,0.62,0.2268,Low
31,30000,RENT,1.0,PERSONAL,C,10000,13.48,1,0.33,N,8,26-35,25-50K,33.33,High,Default,0,0.57,0.9944,Very High
27,68000,MORTGAGE,6.0,EDUCATION,C,2000,13.8,0,0.03,N,5,26-35,50-75K,2.94,Very Low,Non-Default,0,0.5,0.2669,Low
31,68000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,18000,10.0,0,0.26,N,10,26-35,50-75K,26.47,Moderate,Non-Default,0,0.71,0.2018,Low
27,30000,RENT,0.0,PERSONAL,D,10000,15.31,1,0.33,N,7,26-35,25-50K,33.33,High,Default,0,0.7,0.9972,Very High
35,62000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,13000,9.25,1,0.21,N,10,26-35,50-75K,20.97,Moderate,Default,0,0.56,0.2376,Low
31,30000,RENT,0.0,HOMEIMPROVEMENT,A,10000,8.94,1,0.33,N,10,26-35,25-50K,33.33,High,Default,0,0.71,0.9901,Very High
30,68000,MORTGAGE,2.0,EDUCATION,C,6000,13.72,0,0.09,N,5,26-35,50-75K,8.82,Very Low,Non-Default,0,0.38,0.2549,Low
28,30000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.32,1,0.33,N,7,26-35,25-50K,33.33,High,Default,0,0.64,0.9881,Very High
31,68000,MORTGAGE,15.0,PERSONAL,A,13600,7.88,0,0.2,N,9,26-35,50-75K,20.0,Low,Non-Default,0,0.64,0.0913,Very Low
31,30000,RENT,2.0,DEBTCONSOLIDATION,A,10000,8.63,1,0.33,N,5,26-35,25-50K,33.33,High,Default,0,0.36,0.9904,Very High
33,30000,RENT,11.0,MEDICAL,C,10000,11.03,1,0.33,N,6,26-35,25-50K,33.33,High,Default,0,0.38,0.978,Very High
28,68000,MORTGAGE,12.0,VENTURE,C,3250,13.23,0,0.05,N,7,26-35,50-75K,4.78,Very Low,Non-Default,0,0.64,0.2188,Low
28,68000,MORTGAGE,12.0,PERSONAL,C,15000,13.48,0,0.22,N,8,26-35,50-75K,22.06,Moderate,Non-Default,0,0.73,0.2403,Low
32,68000,MORTGAGE,1.0,MEDICAL,B,6100,10.25,0,0.09,N,7,26-35,50-75K,8.97,Very Low,Non-Default,0,0.47,0.181,Very Low
34,30636,RENT,4.0,PERSONAL,B,10000,10.37,1,0.33,N,5,26-35,25-50K,32.64,High,Default,0,0.29,0.9899,Very High
29,68000,MORTGAGE,9.0,MEDICAL,C,3000,12.73,0,0.04,N,9,26-35,50-75K,4.41,Very Low,Non-Default,0,0.75,0.2651,Low
35,62000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,10000,15.33,1,0.16,N,10,26-35,50-75K,16.13,Low,Default,0,0.56,0.8911,Very High
29,68000,MORTGAGE,14.0,PERSONAL,C,15000,12.73,0,0.22,Y,6,26-35,50-75K,22.06,Moderate,Non-Default,1,0.5,0.2415,Low
27,68000,MORTGAGE,3.0,VENTURE,A,10800,7.88,0,0.16,N,8,26-35,50-75K,15.88,Low,Non-Default,0,0.8,0.0185,Very Low
33,68000,MORTGAGE,15.0,VENTURE,B,5000,12.18,0,0.07,N,10,26-35,50-75K,7.35,Very Low,Non-Default,0,0.62,0.1054,Very Low
29,68000,MORTGAGE,13.0,EDUCATION,A,10000,7.74,0,0.15,N,7,26-35,50-75K,14.71,Low,Non-Default,0,0.58,0.0921,Very Low
31,68000,OWN,8.0,VENTURE,B,10000,10.99,0,0.15,N,7,26-35,50-75K,14.71,Low,Non-Default,0,0.5,0.0394,Very Low
33,68000,MORTGAGE,9.0,EDUCATION,B,2100,12.53,0,0.03,N,9,26-35,50-75K,3.09,Very Low,Non-Default,0,0.56,0.2328,Low
27,31200,RENT,3.0,EDUCATION,C,10000,13.99,1,0.32,N,10,26-35,25-50K,32.05,High,Default,0,1.0,0.9895,Very High
29,68000,OTHER,0.0,VENTURE,B,16000,11.89,0,0.24,N,7,26-35,50-75K,23.53,Moderate,Non-Default,0,0.58,0.058,Very Low
34,68000,MORTGAGE,1.0,EDUCATION,C,15000,11.78,0,0.22,N,5,26-35,50-75K,22.06,Moderate,Non-Default,0,0.29,0.2661,Low
28,68000,OWN,0.0,EDUCATION,C,12000,12.09,0,0.18,Y,9,26-35,50-75K,17.65,Low,Non-Default,1,0.82,0.1694,Very Low
27,31200,RENT,4.0,MEDICAL,A,10000,8.0,1,0.32,N,9,26-35,25-50K,32.05,High,Default,0,0.9,0.9914,Very High
29,31500,RENT,11.0,EDUCATION,A,10000,7.29,1,0.32,N,6,26-35,25-50K,31.75,High,Default,0,0.5,0.9883,Very High
27,32000,RENT,6.0,EDUCATION,B,10000,12.42,1,0.31,N,8,26-35,25-50K,31.25,High,Default,0,0.8,0.9893,Very High
27,68004,MORTGAGE,2.0,PERSONAL,B,6000,11.86,0,0.09,N,6,26-35,50-75K,8.82,Very Low,Non-Default,0,0.6,0.1899,Very Low
29,68004,MORTGAGE,9.0,PERSONAL,B,10000,10.99,0,0.15,N,9,26-35,50-75K,14.71,Low,Non-Default,0,0.75,0.1889,Very Low
31,68004,MORTGAGE,15.0,MEDICAL,B,6000,10.95,0,0.09,N,9,26-35,50-75K,8.82,Very Low,Non-Default,0,0.64,0.2024,Low
29,68004,MORTGAGE,13.0,PERSONAL,B,3500,12.21,0,0.05,N,9,26-35,50-75K,5.15,Very Low,Non-Default,0,0.75,0.2374,Low
34,68340,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.37,N,10,26-35,50-75K,36.58,High,Non-Default,0,0.59,0.2691,Low
31,68400,MORTGAGE,3.0,EDUCATION,B,15000,11.71,0,0.22,N,5,26-35,50-75K,21.93,Moderate,Non-Default,0,0.36,0.2479,Low
27,68400,OWN,0.0,EDUCATION,C,5000,12.99,0,0.07,N,8,26-35,50-75K,7.31,Very Low,Non-Default,0,0.8,0.1679,Very Low
27,32890,RENT,5.0,EDUCATION,B,10000,10.95,0,0.3,N,5,26-35,25-50K,30.4,Moderate,Non-Default,0,0.5,0.4249,Moderate
29,32997,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.3,N,7,26-35,25-50K,30.31,Moderate,Non-Default,0,0.58,0.3907,Low
32,33078,RENT,4.0,PERSONAL,A,10000,7.51,0,0.3,N,8,26-35,25-50K,30.23,Moderate,Non-Default,0,0.53,0.2631,Low
27,33200,RENT,0.0,MEDICAL,B,10000,11.71,0,0.3,N,5,26-35,25-50K,30.12,Moderate,Non-Default,0,0.5,0.4029,Moderate
32,62500,MORTGAGE,3.0,PERSONAL,C,3800,13.11,1,0.06,N,10,26-35,50-75K,6.08,Very Low,Default,0,0.67,0.3092,Low
27,33600,RENT,3.0,DEBTCONSOLIDATION,C,10000,14.72,0,0.3,N,8,26-35,25-50K,29.76,Moderate,Non-Default,0,0.8,0.5476,Moderate
28,68553,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,13.85,0,0.22,Y,10,26-35,50-75K,21.88,Moderate,Non-Default,1,0.91,0.34,Low
28,33900,RENT,6.0,EDUCATION,D,10000,15.58,0,0.29,N,6,26-35,25-50K,29.5,Moderate,Non-Default,0,0.55,0.7141,High
27,68700,OWN,0.0,PERSONAL,A,10000,6.92,0,0.15,N,6,26-35,50-75K,14.56,Low,Non-Default,0,0.6,0.0502,Very Low
30,34000,RENT,14.0,HOMEIMPROVEMENT,D,10000,14.54,1,0.29,Y,6,26-35,25-50K,29.41,Moderate,Default,1,0.46,0.7456,High
32,68800,MORTGAGE,13.0,EDUCATION,A,4800,7.49,0,0.07,N,6,26-35,50-75K,6.98,Very Low,Non-Default,0,0.4,0.0898,Very Low
33,34000,RENT,7.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.29,N,9,26-35,25-50K,29.41,Moderate,Non-Default,0,0.56,0.5524,Moderate
28,68804,MORTGAGE,1.0,EDUCATION,A,22000,6.99,0,0.32,N,6,26-35,50-75K,31.97,High,Non-Default,0,0.55,0.2439,Low
